,restaurant_name,link_to_restaurant,category,review_count
109,La Rizière,https://www.yelp.fr/biz/la-rizi%C3%A8re-paris,Cuisine africaine,5
110,Waggenya,https://www.yelp.fr/biz/waggenya-paris,Cuisine africaine,1
111,Le Vintimille,https://www.yelp.fr/biz/le-vintimille-paris,Cuisine africaine,2
112,Impala Lounge,https://www.yelp.fr/biz/impala-lounge-paris,Cuisine africaine,13
114,L’Eléphant d’Eburnie,https://www.yelp.fr/biz/l-el%C3%A9phant-d-eburnie-paris-2,Cuisine africaine,2
116,Grillade d’Afrique,https://www.yelp.fr/biz/grillade-d-afrique-paris,Cuisine africaine,1
117,Africa Delices,https://www.yelp.fr/biz/africa-delices-paris,Cuisine africaine,1
118,"Au Madison, Chez Bamato",https://www.yelp.fr/biz/au-madison-chez-bamato-paris,Cuisine africaine,1
119,N’Nafé,https://www.yelp.fr/biz/n-naf%C3%A9-paris,Cuisine africaine,1
120,Abyssinia Café Restaurant,https://www.yelp.fr/biz/abyssinia-caf%C3%A9-restaurant-paris-4,Cuisine africaine,14
121,Ethiopia,https://www.yelp.fr/biz/ethiopia-paris,Cuisine africaine,48
122,La Tontine d’Or,https://www.yelp.fr/biz/la-tontine-d-or-paris,Cuisine africaine,3
123,Itegue Taitu,https://www.yelp.fr/biz/itegue-taitu-paris-3,Cuisine africaine,5
126,Le Saphir,https://www.yelp.fr/biz/le-saphir-paris,Cuisine africaine,1
128,Restaurant Otis,https://www.yelp.fr/biz/restaurant-otis-paris,Cuisine africaine,2
129,Le Dodo,https://www.yelp.fr/biz/le-dodo-paris,Cuisine africaine,6
131,Assinie,https://www.yelp.fr/biz/assinie-paris-2,Cuisine africaine,2
135,Chez Lala,https://www.yelp.fr/biz/chez-lala-paris,Cuisine africaine,2
138,Espace culturel Saraaba,https://www.yelp.fr/biz/espace-culturel-saraaba-paris,Cuisine africaine,2
140,Loyo,https://www.yelp.fr/biz/loyo-paris,Cuisine africaine,4
141,Le Zèbre Rouge,https://www.yelp.fr/biz/le-z%C3%A8bre-rouge-paris,Cuisine africaine,1
142,La Bifurcation,https://www.yelp.fr/biz/la-bifurcation-bagnolet,Cuisine africaine,1
147,Tribal Café,https://www.yelp.fr/biz/tribal-caf%C3%A9-paris-2,Cuisine africaine,48
151,La Cantine des Mama’s,https://www.yelp.fr/biz/la-cantine-des-mamas-paris,Cuisine africaine,2
152,Yankey,https://www.yelp.fr/biz/yankey-paris,Cuisine africaine,3
154,La Marmite de la Téranga,https://www.yelp.fr/biz/la-marmite-de-la-t%C3%A9ranga-arcueil,Cuisine africaine,2
155,Le Miyanis,https://www.yelp.fr/biz/le-miyanis-paris,Cuisine africaine,8
156,La Modjo d’Or,https://www.yelp.fr/biz/la-modjo-d-or-paris,Cuisine africaine,1
160,Le Touareg,https://www.yelp.fr/biz/le-touareg-paris-2,Cuisine africaine,11
161,L’Oasis,https://www.yelp.fr/biz/l-oasis-st-ouen,Cuisine africaine,9
162,Le Continent,https://www.yelp.fr/biz/le-continent-paris,Cuisine africaine,1
163,Le Chari,https://www.yelp.fr/biz/le-chari-paris,Cuisine africaine,2
164,Saveurs de Michelet,https://www.yelp.fr/biz/saveurs-de-michelet-saint-denis,Cuisine africaine,1
166,Jungle,https://www.yelp.fr/biz/jungle-paris-2,Cuisine africaine,1
169,Les Délices de la Lune,https://www.yelp.fr/biz/les-d%C3%A9lices-de-la-lune-paris-2,Cuisine africaine,10
172,Paris Dakar,https://www.yelp.fr/biz/paris-dakar-suresnes,Cuisine africaine,1
177,Ivoir délices,https://www.yelp.fr/biz/ivoir-d%C3%A9lices-paris-3,Cuisine africaine,2
179,Rio Dos Camaraos,https://www.yelp.fr/biz/rio-dos-camaraos-montreuil-sous-bois-2,Cuisine africaine,18
182,Le Chicago,https://www.yelp.fr/biz/le-chicago-paris,Cuisine africaine,1
183,Chez Tassy,https://www.yelp.fr/biz/chez-tassy-aubervilliers,Cuisine africaine,1
184,La Mamounia,https://www.yelp.fr/biz/la-mamounia-la-courneuve,Cuisine africaine,1
186,La Fontaine de Miel,https://www.yelp.fr/biz/la-fontaine-de-miel-paris,Cuisine africaine,3
193,Le Lion Indomptable,https://www.yelp.fr/biz/le-lion-indomptable-paris,Cuisine africaine,14
197,Bolivar Atlas,https://www.yelp.fr/biz/bolivar-atlas-paris,Cuisine africaine,4
199,Les 5J,https://www.yelp.fr/biz/les-5j-le-blanc-mesnil,Cuisine africaine,1
202,O Petit Club Africain,https://www.yelp.fr/biz/o-petit-club-africain-puteaux,Cuisine africaine,5
206,Au Roi du couscous,https://www.yelp.fr/biz/au-roi-du-couscous-saint-denis,Cuisine africaine,1
207,Black Spoon,https://www.yelp.fr/biz/black-spoon-courbevoie,Cuisine africaine,3
210,Restaurant Madly - Chez Régine,https://www.yelp.fr/biz/restaurant-madly-chez-r%C3%A9gine-paris,Cuisine africaine,1
211,Restaurant Tanganyika,https://www.yelp.fr/biz/restaurant-tanganyika-paris,Cuisine africaine,1
212,Café Dapper Loïc Dablé,https://www.yelp.fr/biz/caf%C3%A9-dapper-lo%C3%AFc-dabl%C3%A9-paris,Cuisine africaine,1
213,La Pointe de Sangomar,https://www.yelp.fr/biz/la-pointe-de-sangomar-paris,Cuisine africaine,1
214,Le Bar des Amis,https://www.yelp.fr/biz/le-bar-des-amis-suresnes,Cuisine africaine,1
216,Boucherie Des Ecoles,https://www.yelp.fr/biz/boucherie-des-ecoles-paris,Cuisine africaine,1
217,Le Simba,https://www.yelp.fr/biz/le-simba-paris,Cuisine africaine,1
218,Ker Yahoré,https://www.yelp.fr/biz/ker-yahor%C3%A9-arcueil,Cuisine africaine,1
220,Le Karthala,https://www.yelp.fr/biz/le-karthala-paris,Cuisine africaine,1
223,Yankey,https://www.yelp.fr/biz/yankey-paris-3,Cuisine africaine,1
225,Green Mambo,https://www.yelp.fr/biz/green-mambo-montreuil,Cuisine africaine,1
226,L’Alsacien,https://www.yelp.fr/biz/l-alsacien-paris,Alsacien,66
227,Au Bretzel,https://www.yelp.fr/biz/au-bretzel-paris,Alsacien,24
228,Le Ballon d’Alsace,https://www.yelp.fr/biz/le-ballon-d-alsace-courbevoie,Alsacien,1
229,Petit Bofinger - Bastille,https://www.yelp.fr/biz/petit-bofinger-bastille-paris-2,Alsacien,17
230,Brasserie Bofinger,https://www.yelp.fr/biz/brasserie-bofinger-paris,Alsacien,233
232,Flam’s,https://www.yelp.fr/biz/flams-paris-5,Alsacien,79
233,La Compagnie des Crêpes,https://www.yelp.fr/biz/la-compagnie-des-cr%C3%AApes-paris-4,Alsacien,80
234,Mama Jackson,https://www.yelp.fr/biz/mama-jackson-paris-2,Américain traditionnel ,34
235,Two Stories,https://www.yelp.fr/biz/two-stories-paris,Américain traditionnel ,8
236,Blend,https://www.yelp.fr/biz/blend-paris-29,Américain traditionnel ,1
237,MELT OBERKAMPF,https://www.yelp.fr/biz/melt-oberkampf-paris-4,Américain traditionnel ,30
238,Gumbo Yaya,https://www.yelp.fr/biz/gumbo-yaya-paris,Américain traditionnel ,65
239,Rosie’s Smokehouse,https://www.yelp.fr/biz/rosies-smokehouse-paris-2,Américain traditionnel ,6
240,Blend,https://www.yelp.fr/biz/blend-paris-26,Américain traditionnel ,240
241,The Beast,https://www.yelp.fr/biz/the-beast-paris,Américain traditionnel ,86
242,Frog Revolution,https://www.yelp.fr/biz/frog-revolution-paris,Américain traditionnel ,58
243,Schwartz’s Deli,https://www.yelp.fr/biz/schwartzs-deli-paris-5,Américain traditionnel ,51
244,231 East Street,https://www.yelp.fr/biz/231-east-street-paris-5,Américain traditionnel ,12
245,Brooklyn Café,https://www.yelp.fr/biz/brooklyn-caf%C3%A9-paris,Américain traditionnel ,34
246,Shiso Burger,https://www.yelp.fr/biz/shiso-burger-paris-2,Américain traditionnel ,86
247,Harper’s,https://www.yelp.fr/biz/harpers-paris-21,Américain traditionnel ,12
248,231 East Street,https://www.yelp.fr/biz/231-east-street-paris-6,Américain traditionnel ,51
249,The Great Canadian,https://www.yelp.fr/biz/the-great-canadian-paris,Américain traditionnel ,92
250,Joe Burger,https://www.yelp.fr/biz/joe-burger-paris,Américain traditionnel ,5
251,Joe Allen,https://www.yelp.fr/biz/joe-allen-paris,Américain traditionnel ,151
252,Fumé,https://www.yelp.fr/biz/fum%C3%A9-paris,Américain traditionnel ,1
253,Happy End Diner,https://www.yelp.fr/biz/happy-end-diner-paris,Américain traditionnel ,3
254,Savannah Coffee,https://www.yelp.fr/biz/savannah-coffee-paris,Américain traditionnel ,34
255,Dr Feelgood Les Halles,https://www.yelp.fr/biz/dr-feelgood-les-halles-paris,Américain traditionnel ,2
256,H.A.N.D,https://www.yelp.fr/biz/h-a-n-d-paris-2,Américain traditionnel ,136
257,Melt Batignolles,https://www.yelp.fr/biz/melt-batignolles-paris-4,Américain traditionnel ,2
258,Marcel,https://www.yelp.fr/biz/marcel-paris-5,Américain traditionnel ,8
259,The Frog & Underground,https://www.yelp.fr/biz/the-frog-et-underground-paris,Américain traditionnel ,37
260,Lili’s Brownies,https://www.yelp.fr/biz/lilis-brownies-paris-2,Américain traditionnel ,26
261,Bagels and Brownies,https://www.yelp.fr/biz/bagels-and-brownies-paris,Américain traditionnel ,57
262,La Factory,https://www.yelp.fr/biz/la-factory-issy-les-moulineaux,Américain traditionnel ,6
263,Chibby’s Diner,https://www.yelp.fr/biz/chibbys-diner-paris,Américain traditionnel ,98
264,The Grilled Cheese Factory,https://www.yelp.fr/biz/the-grilled-cheese-factory-paris,Américain traditionnel ,68
265,Cantine California,https://www.yelp.fr/biz/cantine-california-paris,Américain traditionnel ,45
266,Mamie Burger,https://www.yelp.fr/biz/mamie-burger-paris,Américain traditionnel ,68
267,Garnett,https://www.yelp.fr/biz/garnett-paris,Américain traditionnel ,11
268,ApéRock,https://www.yelp.fr/biz/ap%C3%A9rock-paris-2,Américain traditionnel ,4
269,Mosès,https://www.yelp.fr/biz/mos%C3%A8s-paris,Américain traditionnel ,1
271,Paperboy,https://www.yelp.fr/biz/paperboy-paris,Américain traditionnel ,92
272,Little Apple,https://www.yelp.fr/biz/little-apple-paris,Américain traditionnel ,13
273,Euro Fried Chicken,https://www.yelp.fr/biz/euro-fried-chicken-paris,Américain traditionnel ,1
274,Cheesers,https://www.yelp.fr/biz/cheesers-paris,Américain traditionnel ,4
275,Hutch House of Hot Dogs,https://www.yelp.fr/biz/hutch-house-of-hot-dogs-paris,Américain traditionnel ,3
276,Joey’s Cafe,https://www.yelp.fr/biz/joeys-cafe-paris,Américain traditionnel ,2
277,Break,https://www.yelp.fr/biz/break-paris,Américain traditionnel ,1
278,Frog Hop House,https://www.yelp.fr/biz/frog-hop-house-paris,Américain traditionnel ,33
279,La Parenthèse Grilled Cheese,https://www.yelp.fr/biz/la-parenth%C3%A8se-grilled-cheese-paris-09,Américain traditionnel ,7
280,Sisters,https://www.yelp.fr/biz/sisters-paris,Américain traditionnel ,2
281,Le Village,https://www.yelp.fr/biz/le-village-paris-9,Américain traditionnel ,20
282,Hamler’s Burgery,https://www.yelp.fr/biz/hamlers-burgery-paris,Américain traditionnel ,30
283,Marlon,https://www.yelp.fr/biz/marlon-paris,Américain traditionnel ,30
284,120 Café,https://www.yelp.fr/biz/120-caf%C3%A9-paris,Américain traditionnel ,6
285,Brown & Baker,https://www.yelp.fr/biz/brown-et-baker-paris,Américain traditionnel ,6
286,Marcel,https://www.yelp.fr/biz/marcel-paris-2,Américain traditionnel ,33
288,HD Diner,https://www.yelp.fr/biz/hd-diner-paris-6,Américain traditionnel ,13
289,The Paris Diner,https://www.yelp.fr/biz/the-paris-diner-paris,Américain traditionnel ,2
290,Ralph’s,https://www.yelp.fr/biz/ralphs-paris,Américain traditionnel ,78
291,Morry’s,https://www.yelp.fr/biz/morrys-paris-2,Américain traditionnel ,29
292,Doddy’s Coffee,https://www.yelp.fr/biz/doddys-coffee-boulogne-billancourt-2,Américain traditionnel ,27
293,Memphis Coffee,https://www.yelp.fr/biz/memphis-coffee-saint-brice-sous-for%C3%AAt-2,Américain traditionnel ,3
294,Season,https://www.yelp.fr/biz/season-paris-3,Américain traditionnel ,95
297,Burger et Fils,https://www.yelp.fr/biz/burger-et-fils-paris,Américain traditionnel ,43
298,French Touch,https://www.yelp.fr/biz/french-touch-courbevoie,Américain traditionnel ,4
299,PNY FSD - Paris New York,https://www.yelp.fr/biz/pny-fsd-paris-new-york-paris,Américain traditionnel ,138
300,Schwartz’s Deli,https://www.yelp.fr/biz/schwartzs-deli-paris,Américain traditionnel ,179
301,Marcel,https://www.yelp.fr/biz/marcel-paris-10,Américain traditionnel ,33
302,Mamie Burger,https://www.yelp.fr/biz/mamie-burger-paris-4,Américain traditionnel ,9
303,Nick’s Pizza,https://www.yelp.fr/biz/nicks-pizza-paris,Américain traditionnel ,25
304,Ari’s Bagels,https://www.yelp.fr/biz/aris-bagels-paris-3,Américain traditionnel ,10
305,HD Diner,https://www.yelp.fr/biz/hd-diner-paris-4,Américain traditionnel ,22
306,Clint,https://www.yelp.fr/biz/clint-paris-3,Américain traditionnel ,4
307,Scoop Café,https://www.yelp.fr/biz/scoop-caf%C3%A9-paris,Américain traditionnel ,15
310,Hard Rock Cafe Paris,https://www.yelp.fr/biz/hard-rock-cafe-paris-paris-2,Américain traditionnel ,210
311,Indiana Café,https://www.yelp.fr/biz/indiana-caf%C3%A9-paris-4,Américain traditionnel ,88
312,Coffee Club,https://www.yelp.fr/biz/coffee-club-paris,Américain traditionnel ,12
313,Frame,https://www.yelp.fr/biz/frame-paris-2,Américain traditionnel ,46
314,Cantine California,https://www.yelp.fr/biz/cantine-california-paris-3,Américain traditionnel ,50
315,HD Diner,https://www.yelp.fr/biz/hd-diner-paris-7,Américain traditionnel ,58
316,Schwartz’s Deli,https://www.yelp.fr/biz/schwartzs-deli-paris-2,Américain traditionnel ,59
317,Café Scoop,https://www.yelp.fr/biz/caf%C3%A9-scoop-paris-2,Américain traditionnel ,1
319,Haynes,https://www.yelp.fr/biz/haynes-paris,Américain traditionnel ,1
320,Harper’s,https://www.yelp.fr/biz/harpers-paris-19,Américain traditionnel ,1
321,Bob’s Bake Shop,https://www.yelp.fr/biz/bobs-bake-shop-paris,Américain traditionnel ,40
322,Stardust,https://www.yelp.fr/biz/stardust-sceaux,Américain traditionnel ,3
323,Le Fil Rouge Café,https://www.yelp.fr/biz/le-fil-rouge-caf%C3%A9-paris-2,Américain traditionnel ,31
324,Olives et Cacahuètes,https://www.yelp.fr/biz/olives-et-cacahu%C3%A8tes-paris,Américain traditionnel ,4
325,Blend,https://www.yelp.fr/biz/blend-paris-30,Américain traditionnel ,1
327,Coffee Parisien,https://www.yelp.fr/biz/coffee-parisien-neuilly-sur-seine,Américain traditionnel ,32
328,Indiana Café,https://www.yelp.fr/biz/indiana-caf%C3%A9-paris-6,Américain traditionnel ,13
329,Poivron Rouge,https://www.yelp.fr/biz/poivron-rouge-paris-3,Américain traditionnel ,1
330,Gontran,https://www.yelp.fr/biz/gontran-paris,Américain traditionnel ,7
331,Hollywood Canteen,https://www.yelp.fr/biz/hollywood-canteen-boulogne-billancourt,Américain traditionnel ,3
332,L’atelier Du Bagel,https://www.yelp.fr/biz/l-atelier-du-bagel-paris,Américain traditionnel ,1
333,231 East Street,https://www.yelp.fr/biz/231-east-street-paris-19e-arrondissement,Américain traditionnel ,3
334,Mama Jackson,https://www.yelp.fr/biz/mama-jackson-paris-3,Américain traditionnel ,1
335,Les Spectacles,https://www.yelp.fr/biz/les-spectacles-paris,Américain traditionnel ,9
336,Indiana Club,https://www.yelp.fr/biz/indiana-club-paris-2,Américain traditionnel ,79
338,Loui’s Corner,https://www.yelp.fr/biz/louis-corner-paris,Américain traditionnel ,2
339,American Kitchen,https://www.yelp.fr/biz/american-kitchen-paris,Américain traditionnel ,31
340,Still Good,https://www.yelp.fr/biz/still-good-paris,Américain traditionnel ,8
341,Bagelstein,https://www.yelp.fr/biz/bagelstein-paris-8,Américain traditionnel ,23
343,Factory & Co,https://www.yelp.fr/biz/factory-et-co-tremblay-en-france,Américain traditionnel ,5
344,Long Island,https://www.yelp.fr/biz/long-island-rueil-malmaison,Américain traditionnel ,1
346,Cocktail’s,https://www.yelp.fr/biz/cocktails-paris,Américain traditionnel ,2
348,Local Bear,https://www.yelp.fr/biz/local-bear-colombes,Américain traditionnel ,11
349,Koff,https://www.yelp.fr/biz/koff-paris,Américain traditionnel ,20
350,Buffalo Grill,https://www.yelp.fr/biz/buffalo-grill-franconville-la-garenne,Américain traditionnel ,10
351,Le Mal Barré,https://www.yelp.fr/biz/le-mal-barr%C3%A9-paris,Américain traditionnel ,42
352,HD Diner,https://www.yelp.fr/biz/hd-diner-levallois-perret,Américain traditionnel ,16
353,Razowski’s,https://www.yelp.fr/biz/razowskis-paris,Américain traditionnel ,125
354,Bagel Chef,https://www.yelp.fr/biz/bagel-chef-nanterre,Américain traditionnel ,1
355,Mondo’s,https://www.yelp.fr/biz/mondos-paris,Américain traditionnel ,2
356,Duke House Burger,https://www.yelp.fr/biz/duke-house-burger-la-d%C3%A9fense,Américain traditionnel ,10
357,Memphis Coffee,https://www.yelp.fr/biz/memphis-coffee-bonneuil-sur-marne,Américain traditionnel ,10
358,Le Floors,https://www.yelp.fr/biz/le-floors-paris,Américain traditionnel ,35
359,Bagelstein,https://www.yelp.fr/biz/bagelstein-paris-11,Américain traditionnel ,6
360,Best Break,https://www.yelp.fr/biz/best-break-chevilly-larue,Américain traditionnel ,1
361,Hutch,https://www.yelp.fr/biz/hutch-paris-2,Américain traditionnel ,10
363,BuffaloGrill,https://www.yelp.fr/biz/buffalogrill-%C3%A9pinay-sur-seine,Américain traditionnel ,5
370,Upper Café,https://www.yelp.fr/biz/upper-caf%C3%A9-paris,Américain traditionnel ,6
371,Coney Island Dinner,https://www.yelp.fr/biz/coney-island-dinner-paris,Américain traditionnel ,1
372,Allan’s Burger,https://www.yelp.fr/biz/allans-burger-paris,Américain traditionnel ,6
373,Goody’s La Cantine Mobile,https://www.yelp.fr/biz/goodys-la-cantine-mobile-paris,Américain traditionnel ,1
374,Mamie Burger,https://www.yelp.fr/biz/mamie-burger-paris-5,Américain traditionnel ,4
375,Ari’s Bagels,https://www.yelp.fr/biz/aris-bagels-paris,Américain traditionnel ,32
376,Onyxia Restaurant,https://www.yelp.fr/biz/onyxia-restaurant-aulnay-sous-bois,Américain traditionnel ,1
377,Le Gotham,https://www.yelp.fr/biz/le-gotham-boulogne-billancourt,Américain traditionnel ,2
379,L’Atelier Deli,https://www.yelp.fr/biz/l-atelier-deli-levallois-perret,Américain traditionnel ,1
380,Hippopotamus,https://www.yelp.fr/biz/hippopotamus-rueil-malmaison-2,Américain traditionnel ,4
381,Eat The Road,https://www.yelp.fr/biz/eat-the-road-neuilly-sur-seine,Américain traditionnel ,8
